GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi)
Fri Mar 28 13:13:48 KST 2014,28-3-2014 13:09:21.077,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,1.01,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,741,87,25.1,5.3,28,4.06,-,-10.44,14.3,14.35,25,49.41,16.75,7.06,58.31
Fri Mar 28 13:13:48 KST 2014,28-3-2014 13:09:21.582,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,1.01,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,741,87,25.1,5.3,28,4.06,-,-10.44,14.3,14.35,25,49.41,16.75,7.06,58.31
Fri Mar 28 13:13:49 KST 2014,28-3-2014 13:09:22.109,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,1.4,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,749.5,88,33.73,5.3,28,4.79,-,-9.72,14.3,14.35,25,50.2,23.39,7.06,57.43
Fri Mar 28 13:13:49 KST 2014,28-3-2014 13:09:22.596,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,1.4,37.36,127.12,101,-,6.07,0,85,0,20,74,19.22,19.61,749.5,88,33.73,5.3,28,4.79,-,-9.72,14.3,14.31,25,50.2,23.39,9.8,57.43
Fri Mar 28 13:13:50 KST 2014,28-3-2014 13:09:23.119,127.11805716421462,37.36496655846945,0.0,35.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.96,-,1.4,37.36,127.12,101,-,6.07,0,85,0,20,74,19.22,19.61,749.5,88,33.73,5.3,28,5.51,-,-8.99,14.3,14.31,25,50.2,24.06,9.8,58.31
Fri Mar 28 13:13:50 KST 2014,28-3-2014 13:09:23.574,127.11805716421462,37.36496655846945,0.0,35.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.96,-,1.44,37.36,127.12,101,-,6.07,0,85,0,20,74,19.22,17.25,760,88,33.73,5.3,28,5.51,-,-8.99,14.3,14.37,25,50.2,24.06,7.06,58.31
Fri Mar 28 13:13:51 KST 2014,28-3-2014 13:09:24.120,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,1.44,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,760,88,33.73,5.3,28,4.35,-,-10.15,14.3,14.37,25,50.2,24.06,7.06,58.31
Fri Mar 28 13:13:51 KST 2014,28-3-2014 13:09:24.585,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,0.93,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,16.86,767.25,88,21.96,5.3,28,4.35,-,-10.15,14.4,14.32,25,50.2,15.47,7.06,58.31
Fri Mar 28 13:13:52 KST 2014,28-3-2014 13:09:25.091,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,0.93,37.36,127.12,101,-,6.07,0,85,0,16.86,74,19.22,16.86,767.25,88,21.96,5.3,28,4.35,-,-10.15,14.4,14.32,25,49.8,15.47,7.06,58.31
Fri Mar 28 13:13:52 KST 2014,28-3-2014 13:09:25.575,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,0.94,37.36,127.12,101,-,6.07,0,85,0,16.86,74,19.22,17.25,749.5,88,23.53,5.3,28,4.06,-,-10.44,14.3,14.32,25,49.8,15.65,7.06,58.74
Fri Mar 28 13:13:53 KST 2014,28-3-2014 13:09:26.103,127.11805716421462,37.36496655846945,0.0,35.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,0.94,37.36,127.12,101,-,6.07,0,85,0,16.86,74,19.22,17.25,749.5,88,23.53,5.3,28,4.06,-,-10.44,14.3,14.32,25,49.8,15.65,6.67,58.74
Fri Mar 28 13:13:53 KST 2014,28-3-2014 13:09:26.569,127.11805716421462,37.36496655846945,0.0,35.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,0.97,37.36,127.12,101,-,6.07,0,85,0,16.86,74,19.22,17.25,732,88,23.92,5.3,28,4.21,-,-10.3,14.3,14.21,25,49.8,16.2,6.67,58.31
Fri Mar 28 13:13:54 KST 2014,28-3-2014 13:09:27.099,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,732,88,23.92,5.3,28,4.21,-,-10.3,14.2,14.21,25,49.8,16.2,7.45,58.31
Fri Mar 28 13:13:54 KST 2014,28-3-2014 13:09:27.610,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,1,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,750.5,88,24.71,5.3,28,4.21,-,-10.3,14.2,14.21,25,49.41,16.69,7.45,58.31
Fri Mar 28 13:13:55 KST 2014,28-3-2014 13:09:28.069,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,1,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,750.5,88,24.71,5.3,28,4.21,-,-10.3,14,14.26,25,49.41,16.69,6.67,58.31
Fri Mar 28 13:13:55 KST 2014,28-3-2014 13:09:28.580,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,1,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.25,750.5,88,24.71,5.3,28,4.21,-,-10.3,14,14.26,25,49.02,16.69,6.67,58.31
Fri Mar 28 13:13:56 KST 2014,28-3-2014 13:09:29.110,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,0.94,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,759,88,23.14,5.3,28,4.06,-,-10.44,14,14.36,25,49.02,15.65,6.67,58.31
Fri Mar 28 13:13:56 KST 2014,28-3-2014 13:09:29.583,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,0.94,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,759,88,23.14,5.3,28,4.06,-,-10.44,14.3,14.36,25,49.02,15.65,6.67,58.31
Fri Mar 28 13:13:57 KST 2014,28-3-2014 13:09:30.100,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,759,88,23.14,5.3,28,4.35,-,-10.15,14.3,14.36,25,49.41,16.51,6.67,58.31
Fri Mar 28 13:13:57 KST 2014,28-3-2014 13:09:30.594,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.25,749.5,88,23.92,5.3,28,4.35,-,-10.15,14.3,14.23,25,49.41,16.51,6.67,58.31
Fri Mar 28 13:13:58 KST 2014,28-3-2014 13:09:31.113,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.25,749.5,88,23.92,5.3,28,4.35,-,-10.15,14.2,14.23,25,49.41,16.51,7.06,58.31
Fri Mar 28 13:13:58 KST 2014,28-3-2014 13:09:31.575,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,1.01,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.25,751.5,89,23.53,5.3,28,4.21,-,-10.3,14.2,14.23,25,49.41,16.75,7.06,58.31
Fri Mar 28 13:13:59 KST 2014,28-3-2014 13:09:32.124,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,1.01,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,751.5,89,23.53,5.3,28,4.21,-,-10.3,14.2,14.12,25,49.41,16.75,7.06,58.31
Fri Mar 28 13:13:59 KST 2014,28-3-2014 13:09:32.612,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,1.01,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,751.5,89,23.53,5.3,28,4.21,-,-10.3,14.2,14.12,25,49.41,16.75,7.06,58.31
Fri Mar 28 13:14:00 KST 2014,28-3-2014 13:09:33.104,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,750.25,89,24.31,5.3,28,4.06,-,-10.44,14.2,14.36,25,49.41,16.45,7.06,58.74
Fri Mar 28 13:14:00 KST 2014,28-3-2014 13:09:33.602,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,750.25,89,24.31,5.3,28,4.06,-,-10.44,14.3,14.36,25,49.41,16.45,7.45,58.74
Fri Mar 28 13:14:01 KST 2014,28-3-2014 13:09:34.082,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.96,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,751.25,89,24.31,5.3,28,4.06,-,-10.44,14.3,14.36,25,49.41,15.96,7.45,57.87
Fri Mar 28 13:14:01 KST 2014,28-3-2014 13:09:34.613,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.96,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,751.25,89,23.92,5.3,28,4.06,-,-10.44,14.3,14.34,25,49.41,15.96,7.45,57.87
Fri Mar 28 13:14:02 KST 2014,28-3-2014 13:09:35.082,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.96,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,751.25,89,23.92,5.3,28,4.21,-,-10.3,14.3,14.34,25,49.41,16.45,7.45,57
Fri Mar 28 13:14:02 KST 2014,28-3-2014 13:09:35.579,127.11805716421462,37.36496655846945,0.0,20.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.25,759.5,89,23.14,5.3,28,4.21,-,-10.3,14.1,14.31,25,49.41,16.45,7.45,57
Fri Mar 28 13:14:03 KST 2014,28-3-2014 13:09:36.073,127.11805716421462,37.36496655846945,0.0,10.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,759.5,89,23.14,5.3,28,4.21,-,-10.3,14.1,14.31,25,49.41,16.45,7.45,57
Fri Mar 28 13:14:03 KST 2014,28-3-2014 13:09:36.583,127.11805716421462,37.36496655846945,0.0,10.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.25,732.5,89,25.1,5.3,28,4.06,-,-10.44,14.1,14.31,25,49.8,16.2,7.45,58.31
Fri Mar 28 13:14:04 KST 2014,28-3-2014 13:09:37.123,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,732.5,89,25.1,5.3,28,4.06,-,-10.44,14.2,14.28,25,49.8,16.2,7.06,58.31
Fri Mar 28 13:14:04 KST 2014,28-3-2014 13:09:37.601,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,732.5,89,25.1,5.3,28,4.06,-,-10.44,14.2,14.28,25,49.41,16.2,7.06,58.31
Fri Mar 28 13:14:05 KST 2014,28-3-2014 13:09:38.111,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.98,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,751.5,89,23.92,5.3,28,4.21,-,-10.3,14.2,14.26,25,49.41,16.32,7.06,58.74
Fri Mar 28 13:14:05 KST 2014,28-3-2014 13:09:38.578,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.98,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,751.5,89,23.92,5.3,28,4.21,-,-10.3,14.3,14.26,25,49.41,16.32,7.06,58.74
Fri Mar 28 13:14:06 KST 2014,28-3-2014 13:09:39.071,127.11805716421462,37.36496655846945,0.0,10.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.98,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,751.5,89,23.92,5.3,28,4.21,-,-10.3,14.3,14.26,25,49.41,16.32,7.06,58.31
Fri Mar 28 13:14:06 KST 2014,28-3-2014 13:09:39.566,127.11805716421462,37.36496655846945,0.0,10.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.96,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,750.75,89,23.53,5.3,28,4.21,-,-10.3,14.3,14.33,25,49.41,16.08,7.06,58.31
Fri Mar 28 13:14:07 KST 2014,28-3-2014 13:09:40.099,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.96,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,750.75,89,23.53,5.3,28,4.21,-,-10.3,14.3,14.33,25,49.41,16.08,7.45,58.31
Fri Mar 28 13:14:07 KST 2014,28-3-2014 13:09:40.623,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,1.01,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,754.5,89,24.71,5.3,28,4.06,-,-10.44,14.3,14.4,25,49.41,16.75,7.45,58.74
Fri Mar 28 13:14:08 KST 2014,28-3-2014 13:09:41.074,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,1.01,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,754.5,89,24.71,5.3,28,4.06,-,-10.44,14.3,14.4,25,49.41,16.75,7.45,58.74
Fri Mar 28 13:14:08 KST 2014,28-3-2014 13:09:41.580,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,759.25,89,23.53,5.3,28,4.21,-,-10.3,14.3,14.4,25,49.8,16.14,7.45,57.43
Fri Mar 28 13:14:09 KST 2014,28-3-2014 13:09:42.116,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,759.25,89,23.53,5.3,28,4.21,-,-10.3,14.3,14.24,25,49.8,16.14,7.06,57.43
Fri Mar 28 13:14:09 KST 2014,28-3-2014 13:09:42.575,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,759.25,89,23.53,5.3,28,4.21,-,-10.3,14.3,14.24,25,49.8,16.99,7.06,57.87
Fri Mar 28 13:14:10 KST 2014,28-3-2014 13:09:43.103,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,1.02,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,755,89,24.31,5.3,28,4.21,-,-10.3,14.3,14.35,25,49.8,16.99,7.06,57.87
Fri Mar 28 13:14:10 KST 2014,28-3-2014 13:09:43.612,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,1.02,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,755,90,24.31,5.3,28,4.06,-,-10.44,14.3,14.35,25,49.41,16.99,7.06,58.31
Fri Mar 28 13:14:11 KST 2014,28-3-2014 13:09:44.090,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.95,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,751.5,90,23.14,5.3,28,4.06,-,-10.44,14.3,14.32,25,49.41,15.9,7.06,58.31
Fri Mar 28 13:14:11 KST 2014,28-3-2014 13:09:44.602,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.95,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,751.5,90,23.14,5.3,28,4.06,-,-10.44,14.3,14.32,25,49.41,15.9,7.06,58.31
Fri Mar 28 13:14:12 KST 2014,28-3-2014 13:09:45.081,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,736,90,23.14,5.3,28,4.06,-,-10.44,14.3,14.32,25,49.02,16.2,7.06,57
Fri Mar 28 13:14:12 KST 2014,28-3-2014 13:09:45.590,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.97,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,736,90,24.31,5.3,28,4.06,-,-10.44,14.3,14.16,25,49.02,16.2,7.45,57
Fri Mar 28 13:14:13 KST 2014,28-3-2014 13:09:46.084,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.69,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.65,74,19.22,17.65,736,90,24.31,5.3,28,4.21,-,-10.3,14.3,14.16,25,49.02,16.45,7.45,57.43
Fri Mar 28 13:14:13 KST 2014,28-3-2014 13:09:46.605,127.11805716421462,37.36496655846945,0.0,15.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,737.5,90,24.71,5.3,28,4.21,-,-10.3,14.2,14.24,25,49.02,16.45,7.06,57.43
Fri Mar 28 13:14:14 KST 2014,28-3-2014 13:09:47.126,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.99,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.65,737.5,90,24.71,5.3,28,4.21,-,-10.3,14.2,14.24,25,49.02,16.45,7.06,57.43
Fri Mar 28 13:14:14 KST 2014,28-3-2014 13:09:47.591,127.11805716421462,37.36496655846945,0.0,25.0,101.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.98,37.36,127.12,101,-,6.07,0,85,0,17.25,74,19.22,17.25,757.5,90,23.53,5.3,28,4.21,-,-10.3,14.2,14.17,25,49.02,16.26,7.06,57.43
Fri Mar 28 13:14:15 KST 2014,28-3-2014 13:09:48.085,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,0.98,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,757.5,90,23.53,5.3,28,4.21,-,-10.3,14.2,14.17,25,49.02,16.26,7.06,57.43
Fri Mar 28 13:14:15 KST 2014,28-3-2014 13:09:48.574,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.51,-,0.98,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,751.75,90,23.53,5.3,28,4.06,-,-10.44,14.2,14.17,25,49.02,16.39,7.06,58.31
Fri Mar 28 13:14:16 KST 2014,28-3-2014 13:09:49.069,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.98,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.65,751.75,90,24.31,5.3,28,4.06,-,-10.44,14.2,14.23,25,49.02,16.39,7.06,58.31
Fri Mar 28 13:14:16 KST 2014,28-3-2014 13:09:49.608,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.98,37.37,127.12,151,-,6.07,0,85,0,17.65,74,19.22,17.65,754,90,24.31,5.3,28,4.21,-,-10.3,14.2,14.23,25,49.02,16.32,7.06,57.87
Fri Mar 28 13:14:17 KST 2014,28-3-2014 13:09:50.066,127.11806363950356,37.36506972435449,0.0,25.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.98,37.37,127.12,151,-,6.07,0,85,0,17.65,74,19.22,17.25,754,90,23.53,5.3,28,4.21,-,-10.3,14.3,14.09,25,49.02,16.32,7.06,57.87
Fri Mar 28 13:14:17 KST 2014,28-3-2014 13:09:50.589,127.11806363950356,37.36506972435449,0.0,25.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.98,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,754,90,23.53,5.3,28,4.21,-,-10.3,14.3,14.09,25,49.02,16.32,7.06,57.87
Fri Mar 28 13:14:18 KST 2014,28-3-2014 13:09:51.070,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,1.01,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,751.75,90,24.71,5.3,28,4.06,-,-10.44,14.3,14.24,25,49.02,16.75,7.06,57.87
Fri Mar 28 13:14:18 KST 2014,28-3-2014 13:09:51.574,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,1.01,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,17.25,751.75,90,24.71,5.3,28,4.06,-,-10.44,14.3,14.24,25,49.02,16.75,7.06,57.87
Fri Mar 28 13:14:19 KST 2014,28-3-2014 13:09:52.138,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.99,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,17.25,759.75,90,23.14,5.3,28,4.21,-,-10.3,14.3,14.1,25,49.02,16.57,7.06,57.87
Fri Mar 28 13:14:19 KST 2014,28-3-2014 13:09:52.597,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.99,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,759.75,90,23.14,5.3,28,4.21,-,-10.3,14.1,14.1,25,49.02,16.57,7.45,57.87
Fri Mar 28 13:14:20 KST 2014,28-3-2014 13:09:53.066,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.29,-,0.96,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,758.25,90,23.53,5.3,28,4.06,-,-10.44,14.1,14.1,25,49.02,16.08,7.45,57.87
Fri Mar 28 13:14:20 KST 2014,28-3-2014 13:09:53.589,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,0.96,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,17.25,758.25,90,23.53,5.3,28,4.06,-,-10.44,14.3,14.22,25,49.02,16.08,7.06,57.87
Fri Mar 28 13:14:21 KST 2014,28-3-2014 13:09:54.111,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,1,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,17.25,759,90,23.92,5.3,28,4.21,-,-10.3,14.3,14.22,25,49.02,16.63,7.06,57.87
Fri Mar 28 13:14:21 KST 2014,28-3-2014 13:09:54.581,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.18,-,1,37.37,127.12,151,-,6.07,0,85,0,19.61,75,19.22,17.25,759,90,23.92,5.3,28,4.21,-,-10.3,13.8,14.25,25,49.02,16.63,9.02,57.87
Fri Mar 28 13:14:22 KST 2014,28-3-2014 13:09:55.136,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.18,-,1.3,37.37,127.12,151,-,6.07,0,85,0,19.61,75,19.22,17.25,740.25,90,23.92,5.3,28,4.93,-,-9.57,13.8,14.25,25,49.02,21.62,9.02,58.31
Fri Mar 28 13:14:22 KST 2014,28-3-2014 13:09:55.583,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.18,-,1.3,37.37,127.12,151,-,6.07,0,85,0,20,75,19.22,20,740.25,90,34.12,5.3,28,4.93,-,-9.57,14.3,14.35,25,49.02,21.62,9.41,58.31
Fri Mar 28 13:14:23 KST 2014,28-3-2014 13:09:56.092,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.96,-,1.3,37.37,127.12,151,-,6.07,0,85,0,20,75,19.22,20,740.25,90,34.12,5.3,28,5.66,-,-8.85,14.3,14.35,25,49.02,24.18,9.41,57
