GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Barometric pressure (from vehicle)(psi),Engine Load(Absolute)(%),Engine kW (At the wheels)(kW),Fuel flow rate/hour(l/hr),GPS Latitude(°),GPS Longitude(°),GPS Altitude(m),Horsepower (At the wheels)(hp),GPS Bearing(°),Kilometers Per Litre(Instant)(kpl),Oil Temperature (Engine)(°C),Oil Pressure (Engine)(psi),Absolute Throttle Position B(%),Transmission Fluid Temp (GM Method 1)(°C),Accelerator PedalPosition D(%),Throttle Position(Manifold)(%),Engine RPM(rpm),Engine Coolant Temperature(°C),Engine Load(%),Trip Distance(km),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Torque(Nm),Turbo Boost & Vacuum Gauge(psi),Voltage (OBD Adapter)(V),Voltage (Control Module)(V),Ambient air temp(°C),Fuel Level (From Engine ECU)(%),Fuel flow rate/minute(cc/min),Relative Throttle Position(%),Fuel pressure(psi)
Fri Mar 28 13:14:23 KST 2014,28-3-2014 13:09:56.611,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.96,-,1.45,37.37,127.12,151,-,6.07,0,85,0,20,75,19.22,20,751.25,90,35.69,5.3,28,5.66,-,-8.85,13.9,14.31,25,49.02,24.18,7.06,57
Fri Mar 28 13:14:24 KST 2014,28-3-2014 13:09:57.158,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.96,-,1.45,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,20,751.25,90,35.69,5.3,28,5.66,-,-8.85,13.9,14.31,25,49.02,24.18,7.06,58.74
Fri Mar 28 13:14:24 KST 2014,28-3-2014 13:09:57.600,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.96,-,0.92,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,16.86,753.25,90,22.35,5.3,28,4.21,-,-10.3,13.9,14.31,25,49.02,15.29,7.06,58.74
Fri Mar 28 13:14:25 KST 2014,28-3-2014 13:09:58.079,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,0.92,37.37,127.12,151,-,6.07,0,85,0,16.86,75,19.22,16.86,753.25,90,22.35,5.3,28,4.21,-,-10.3,14.3,14.35,25,49.02,15.29,6.27,58.74
Fri Mar 28 13:14:25 KST 2014,28-3-2014 13:09:58.597,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,0.94,37.37,127.12,151,-,6.07,0,85,0,16.86,75,19.22,16.86,753.25,90,22.35,5.3,28,4.06,-,-10.44,14.3,14.35,25,49.02,15.59,6.27,58.31
Fri Mar 28 13:14:26 KST 2014,28-3-2014 13:09:59.096,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,0.94,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,741.5,90,23.14,5.3,28,4.06,-,-10.44,14.3,14.15,25,49.02,15.59,7.45,58.31
Fri Mar 28 13:14:26 KST 2014,28-3-2014 13:09:59.603,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.94,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,741.5,90,23.14,5.3,28,4.06,-,-10.44,14.3,14.15,25,49.02,15.41,7.45,57.43
Fri Mar 28 13:14:27 KST 2014,28-3-2014 13:10:00.062,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.92,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,752,90,23.14,5.3,28,4.06,-,-10.44,14.3,14.3,25,49.02,15.41,7.45,57.43
Fri Mar 28 13:14:27 KST 2014,28-3-2014 13:10:00.595,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,0.92,37.37,127.12,151,-,6.07,0,85,0,16.86,75,19.22,17.25,752,90,23.14,5.3,28,4.06,-,-10.44,14.3,14.3,25,48.63,15.41,6.67,57.43
Fri Mar 28 13:14:28 KST 2014,28-3-2014 13:10:01.089,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.12,-,0.96,37.37,127.12,151,-,6.07,0,85,0,16.86,75,19.22,17.25,738.25,90,23.53,5.3,28,4.21,-,-10.3,14.1,14.22,25,48.63,16.08,7.06,57.43
Fri Mar 28 13:14:28 KST 2014,28-3-2014 13:10:01.608,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.96,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,17.25,738.25,90,23.53,5.3,28,4.21,-,-10.3,14.1,14.22,25,48.63,16.08,7.06,57.87
Fri Mar 28 13:14:29 KST 2014,28-3-2014 13:10:02.098,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,14.9,-,0.94,37.37,127.12,151,-,6.07,0,85,0,17.65,75,19.22,19.61,750.25,90,23.14,5.3,28,4.06,-,-10.44,14.1,14.19,25,48.63,15.59,7.06,57.87
Fri Mar 28 13:14:29 KST 2014,28-3-2014 13:10:02.588,127.11806363950356,37.36506972435449,0.0,20.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.57,-,0.94,37.37,127.12,151,-,6.07,0,85,0,19.61,75,19.22,19.61,750.25,90,23.14,5.3,28,4.06,-,-10.44,14.2,14.19,25,48.63,15.59,9.41,57.87
Fri Mar 28 13:14:30 KST 2014,28-3-2014 13:10:03.070,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.57,-,1.4,37.37,127.12,151,-,6.07,0,85,0,19.61,75,19.22,19.61,745.5,91,23.14,5.3,28,5.22,-,-9.28,14.2,14.19,25,48.63,23.33,9.41,58.31
Fri Mar 28 13:14:30 KST 2014,28-3-2014 13:10:03.577,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.57,-,1.4,37.37,127.12,151,-,6.07,0,85,0,20,75,19.22,20,745.5,91,35.29,5.3,28,5.22,-,-9.28,14.3,14.1,25,48.63,23.33,9.8,58.31
Fri Mar 28 13:14:31 KST 2014,28-3-2014 13:10:04.099,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.57,-,1.29,37.37,127.12,151,-,6.07,0,85,0,20,75,19.22,17.25,768,91,23.14,5.3,28,5.51,-,-8.99,14.3,14.24,25,48.63,21.5,9.8,57.87
Fri Mar 28 13:14:31 KST 2014,28-3-2014 13:10:04.604,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,1.29,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,17.25,768,91,23.14,5.3,28,5.51,-,-8.99,14.2,14.24,25,48.63,21.5,6.67,57.87
Fri Mar 28 13:14:32 KST 2014,28-3-2014 13:10:05.076,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,0.92,37.37,127.12,151,-,6.07,0,85,0,17.25,75,19.22,17.25,769,91,23.14,5.3,28,4.35,-,-10.15,14.2,14.24,25,49.02,15.29,6.67,57.87
Fri Mar 28 13:14:32 KST 2014,28-3-2014 13:10:05.568,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,0.92,37.37,127.12,151,-,6.07,0,85,0,16.47,75,19.22,16.47,769,91,21.18,5.3,28,4.35,-,-10.15,14.3,14.29,25,49.02,15.29,6.27,57.87
Fri Mar 28 13:14:33 KST 2014,28-3-2014 13:10:06.063,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,0.92,37.37,127.12,151,-,6.07,0,85,0,16.47,75,19.22,16.47,769,91,21.18,5.3,28,4.06,-,-10.44,14.3,14.29,25,49.02,15.29,6.27,57.87
Fri Mar 28 13:14:33 KST 2014,28-3-2014 13:10:06.615,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,13.73,-,0.91,37.37,127.12,151,-,6.07,0,85,0,16.47,75,19.22,16.47,757.5,91,21.96,5.3,28,4.06,-,-10.44,14.3,14.24,25,49.02,15.11,7.45,57.87
Fri Mar 28 13:14:34 KST 2014,28-3-2014 13:10:07.146,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.69,-,0.91,37.37,127.12,151,-,6.07,0,85,0,18.04,75,19.22,16.47,757.5,91,21.96,5.3,28,4.06,-,-10.44,14.3,14.24,25,49.02,15.11,7.45,57.87
Fri Mar 28 13:14:34 KST 2014,28-3-2014 13:10:07.600,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,15.69,-,1.07,37.37,127.12,151,-,6.07,0,85,0,18.04,75,19.22,20.78,725.75,91,28.63,5.3,28,4.5,-,-10.01,14.3,14.24,25,49.02,17.91,7.45,57.43
Fri Mar 28 13:14:35 KST 2014,28-3-2014 13:10:08.132,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,25.88,-,1.07,37.37,127.12,151,-,6.07,0,85,0,21.18,75,19.22,20.78,725.75,91,28.63,5.3,28,4.5,-,-10.01,14.1,13.79,25,49.02,17.91,10.98,57.43
Fri Mar 28 13:14:35 KST 2014,28-3-2014 13:10:08.598,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,25.88,-,1.53,37.37,127.12,151,-,6.07,0,85,0,21.18,75,19.22,20.78,725.75,91,28.63,5.3,28,6.09,-,-8.41,14.1,13.79,25,49.41,25.58,10.98,58.74
Fri Mar 28 13:14:36 KST 2014,28-3-2014 13:10:09.116,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,24.31,0.53,1.53,37.37,127.12,151,0.72,6.07,0,85,0,20.78,75,19.22,20.78,725.75,91,39.22,5.3,28,6.09,7.03,-8.41,14.2,14.27,25,49.41,25.58,10.59,58.74
Fri Mar 28 13:14:36 KST 2014,28-3-2014 13:10:09.610,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,24.31,0.53,1.55,37.37,127.12,151,0.72,6.07,1.16,85,0,20.78,75,19.22,20.78,884.25,91,39.22,5.3,28,5.95,7.03,-8.56,14.2,14.27,25,49.41,25.83,10.59,47.86
Fri Mar 28 13:14:37 KST 2014,28-3-2014 13:10:10.082,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.57,0.53,1.55,37.37,127.12,151,0.72,6.07,1.16,85,0,22.35,75,23.53,21.96,884.25,91,32.16,5.3,28,5.95,7.03,-8.56,14.3,14.4,25,49.41,25.83,11.76,47.86
Fri Mar 28 13:14:37 KST 2014,28-3-2014 13:10:10.593,127.11806363950356,37.36506972435449,0.0,10.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.57,2.91,1.05,37.37,127.12,151,3.9,6.07,3.42,85,0,22.35,75,23.53,21.96,1002.75,91,32.16,5.31,28,5.66,27.72,-8.85,14.3,14.4,25,49.41,17.54,11.76,44.82
Fri Mar 28 13:14:38 KST 2014,28-3-2014 13:10:11.083,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,21.57,2.91,1.05,37.37,127.12,151,3.9,6.07,3.42,85,0,18.82,75,19.22,19.22,1002.75,91,20,5.31,28,5.66,27.72,-8.85,14.3,14.36,25,49.41,17.54,8.63,44.82
Fri Mar 28 13:14:38 KST 2014,28-3-2014 13:10:11.587,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,12.94,2.91,1.05,37.37,127.12,151,3.9,6.07,3.42,85,0,18.82,75,19.22,19.22,1002.75,91,20,5.31,28,3.92,27.72,-10.59,14.3,14.36,25,54.9,17.54,8.63,43.51
Fri Mar 28 13:14:39 KST 2014,28-3-2014 13:10:12.086,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,12.94,1.07,0.94,37.37,127.12,151,1.44,6.07,6.71,85,0,17.65,75,19.22,17.65,940.75,91,18.04,5.31,28,3.92,10.87,-10.59,14.2,14.41,25,54.9,15.65,7.45,43.51
Fri Mar 28 13:14:39 KST 2014,28-3-2014 13:10:12.580,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,12.55,1.07,0.94,37.37,127.12,151,1.44,6.07,6.71,85,0,17.65,75,19.22,17.65,940.75,91,18.04,5.31,28,3.92,10.87,-10.59,14.2,14.41,25,54.9,15.65,7.45,43.51
Fri Mar 28 13:14:40 KST 2014,28-3-2014 13:10:13.080,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,12.55,1.07,0.99,37.37,127.12,151,1.44,6.07,7.27,85,0,17.65,75,19.22,17.25,864.25,91,20,5.31,28,3.92,10.87,-10.59,14.3,14.28,25,54.9,16.51,7.45,43.51
Fri Mar 28 13:14:40 KST 2014,28-3-2014 13:10:13.598,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,12.94,1.07,0.99,37.37,127.12,151,1.44,6.07,7.27,85,0,17.65,75,19.22,17.25,864.25,91,20,5.31,28,3.92,10.87,-10.59,14.3,14.28,25,54.9,16.51,7.06,43.51
Fri Mar 28 13:14:41 KST 2014,28-3-2014 13:10:14.088,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,12.94,1.07,0.94,37.37,127.12,151,1.44,6.07,8.66,85,0,17.65,75,19.22,17.25,807.5,91,20,5.31,28,3.77,10.87,-10.73,14.3,14.28,25,55.69,15.59,7.06,43.95
Fri Mar 28 13:14:41 KST 2014,28-3-2014 13:10:14.590,127.11806363950356,37.36506972435449,0.0,15.0,151.0,6.0716796,0.18,6.87,7.45,0.05,14.5,12.94,1.07,0.94,37.37,127.12,151,1.44,6.07,8.66,85,0,17.25,75,19.22,17.25,807.5,91,21.96,5.31,28,3.77,10.87,-10.73,14.3,14.42,25,55.69,15.59,7.06,43.95
Fri Mar 28 13:14:42 KST 2014,28-3-2014 13:10:15.098,127.11795699657908,37.365133514470955,1.6808802,10.0,143.0,277.01434,0.18,6.87,7.45,0.05,14.5,14.51,1.07,1.41,37.37,127.12,143,1.44,277.01,3.82,85,0,17.25,75,19.22,17.25,807.5,91,21.96,5.31,28,4.79,10.87,-9.72,14.3,14.42,25,55.69,23.57,7.06,43.08
Fri Mar 28 13:14:42 KST 2014,28-3-2014 13:10:15.582,127.11795699657908,37.365133514470955,1.6808802,10.0,143.0,277.01434,0.18,6.87,7.45,0.05,14.5,23.92,-,1.41,37.37,127.12,143,-,277.01,3.82,85,0,20.39,75,19.22,20,763.25,91,34.12,5.31,28,4.79,-,-9.72,14.1,14.08,25,55.69,23.57,10.2,43.08
Fri Mar 28 13:14:43 KST 2014,28-3-2014 13:10:16.102,127.11795699657908,37.365133514470955,0.0,5.0,143.0,277.01434,0.18,6.87,7.45,0.05,14.5,23.92,-,1.51,37.37,127.12,143,-,277.01,2.98,85,0,20.39,75,19.22,20,736.5,91,34.12,5.31,28,5.66,-,-8.85,14.1,14.08,25,55.69,25.16,10.2,43.95
Fri Mar 28 13:14:43 KST 2014,28-3-2014 13:10:16.613,127.11795699657908,37.365133514470955,0.0,5.0,143.0,277.01434,0.18,6.87,7.45,0.05,14.5,25.1,-,1.51,37.37,127.12,143,-,277.01,2.98,85,0,20.39,75,23.53,20.39,736.5,91,38.82,5.32,28,5.66,-,-8.85,14.3,14.29,25,55.69,25.16,10.2,43.95
Fri Mar 28 13:14:44 KST 2014,28-3-2014 13:10:17.089,127.11795699657908,37.365133514470955,0.0,10.0,143.0,277.01434,0.18,6.87,7.45,0.05,14.5,25.1,-,1.51,37.37,127.12,143,-,277.01,2.98,85,0,20.39,75,23.53,20.39,736.5,92,38.82,5.32,28,9.14,-,-5.37,14.3,14.29,25,47.45,25.16,10.2,46.56
Fri Mar 28 13:14:44 KST 2014,28-3-2014 13:10:17.591,127.11795699657908,37.365133514470955,0.0,10.0,143.0,277.01434,0.18,6.87,7.45,0.05,14.5,25.1,0.46,4.22,37.37,127.12,143,0.62,277.01,0.64,85,0,20.39,75,23.53,29.41,1526.25,92,43.92,5.32,28,9.14,2.9,-5.37,14.3,14.35,25,47.45,70.29,10.2,46.56
Fri Mar 28 13:14:45 KST 2014,28-3-2014 13:10:18.075,127.11794771234153,37.36511452241389,1.2361332,10.0,135.0,226.10149,0.18,6.87,7.45,0.05,14.5,32.55,0.46,4.22,37.37,127.12,135,0.62,226.1,0.64,85,0,29.8,75,27.45,29.41,1526.25,92,43.92,5.32,28,9.14,2.9,-5.37,14.3,14.35,25,47.45,70.29,19.61,46.56
Fri Mar 28 13:14:45 KST 2014,28-3-2014 13:10:18.589,127.11794771234153,37.36511452241389,1.2361332,10.0,135.0,226.10149,0.18,6.87,7.45,0.05,14.5,32.55,7.79,4.8,37.37,127.12,135,10.45,226.1,1.13,85,0,29.8,75,27.45,30.59,1698.25,92,45.88,5.32,28,9.14,43.81,-5.37,14.3,14.27,25,47.45,79.98,19.61,42.64
Fri Mar 28 13:14:46 KST 2014,28-3-2014 13:10:19.078,127.11793929809934,37.36506880791925,2.2225301,10.0,134.0,194.70433,0.18,6.87,7.45,0.05,14.5,33.33,7.79,4.8,37.37,127.12,134,10.45,194.7,1.13,85,0,30.98,75,27.45,30.59,1698.25,92,45.88,5.32,28,9.14,43.81,-5.37,14.3,14.27,25,47.45,79.98,20.39,42.64
Fri Mar 28 13:14:46 KST 2014,28-3-2014 13:10:19.605,127.11793929809934,37.36506880791925,2.2225301,10.0,134.0,194.70433,0.18,6.87,7.45,0.05,14.5,33.33,7.79,5.49,37.37,127.12,134,10.45,194.7,1.8,85,0,30.98,75,27.45,30.59,2094.75,92,45.88,5.32,28,8.85,43.81,-5.66,14.3,14.27,25,56.86,91.49,20.39,43.08
Fri Mar 28 13:14:47 KST 2014,28-3-2014 13:10:20.079,127.11791985207596,37.365007468026214,3.3002553,10.0,129.0,192.02531,0.18,6.87,7.45,0.05,14.5,33.33,10.09,5.49,37.37,127.12,129,13.53,192.03,1.8,85,0,30.98,75,27.45,31.37,2094.75,92,40.39,5.32,28,8.85,45.98,-5.66,14.2,14.31,25,56.86,91.49,13.73,43.08
Fri Mar 28 13:14:47 KST 2014,28-3-2014 13:10:20.588,127.11791985207596,37.365007468026214,3.3002553,10.0,129.0,192.02531,0.18,6.87,7.45,0.05,14.5,8.63,10.09,5.49,37.37,127.12,129,13.53,192.03,1.8,85,0,21.57,75,19.22,31.37,2094.75,92,40.39,5.32,28,8.85,45.98,-5.66,14.2,14.31,25,60.39,91.49,13.73,43.08
Fri Mar 28 13:14:48 KST 2014,28-3-2014 13:10:21.104,127.11790399452461,37.36494017490818,4.5844975,10.0,125.0,190.99792,0.18,6.87,7.45,0.05,14.5,8.63,4.74,1.24,37.36,127.12,125,6.36,191,11.59,85,0,21.57,75,19.22,19.22,1434.25,92,14.9,5.33,28,3.19,31.56,-11.31,14.3,14.27,25,60.39,20.71,9.02,44.38
Fri Mar 28 13:14:48 KST 2014,28-3-2014 13:10:21.588,127.11790399452461,37.36494017490818,4.5844975,10.0,125.0,190.99792,0.18,6.87,7.45,0.05,14.5,10.59,4.74,1.24,37.36,127.12,125,6.36,191,11.59,85,0,19.22,76,19.22,19.22,1434.25,92,14.9,5.33,28,3.19,31.56,-11.31,14.3,14.27,25,60.39,20.71,9.02,44.38
Fri Mar 28 13:14:49 KST 2014,28-3-2014 13:10:22.078,127.11790512584301,37.3648691976161,4.217971,10.0,122.0,169.26918,0.18,6.87,7.45,0.05,14.5,10.59,4.74,1.24,37.36,127.12,122,6.36,169.27,13.08,85,0,19.22,76,19.22,19.22,1352.75,92,14.9,5.33,28,3.05,31.56,-11.46,14.3,14.22,25,60.39,20.65,9.02,45.69
Fri Mar 28 13:14:49 KST 2014,28-3-2014 13:10:22.597,127.11790512584301,37.3648691976161,4.217971,10.0,122.0,169.26918,0.18,6.87,7.45,0.05,14.5,10.2,4.74,1.24,37.36,127.12,122,6.36,169.27,13.08,85,0,19.22,76,19.22,19.22,1352.75,92,14.9,5.33,28,3.05,31.56,-11.46,14.2,14.22,25,60.39,20.65,9.02,45.69
Fri Mar 28 13:14:50 KST 2014,28-3-2014 13:10:23.072,127.11790404467148,37.36479513739052,4.559991,10.0,120.0,172.16481,0.18,6.87,7.45,0.05,14.5,10.2,4.74,1.21,37.36,127.12,120,6.36,172.16,12.61,85,0,19.22,76,19.22,19.22,1288.25,92,14.9,5.34,28,3.05,31.56,-11.46,14.2,14.22,25,57.25,20.22,9.02,46.99
Fri Mar 28 13:14:50 KST 2014,28-3-2014 13:10:23.599,127.11790404467148,37.36479513739052,4.559991,10.0,120.0,172.16481,0.18,6.87,7.45,0.05,14.5,25.49,4.74,1.21,37.36,127.12,120,6.36,172.16,12.61,85,0,23.53,76,23.53,21.18,1288.25,92,17.25,5.34,28,3.05,31.56,-11.46,14.1,14.24,25,57.25,20.22,11.76,46.99
Fri Mar 28 13:14:51 KST 2014,28-3-2014 13:10:24.066,127.11790539287662,37.36472120887866,4.345898,10.0,119.0,175.96274,0.18,6.87,7.45,0.05,14.5,25.49,4.74,3.16,37.36,127.12,119,6.36,175.96,4.55,85,0,23.53,76,23.53,21.18,1442,92,17.25,5.34,28,6.96,31.56,-7.54,14.1,14.24,25,57.25,52.75,11.76,32.63
Fri Mar 28 13:14:51 KST 2014,28-3-2014 13:10:24.588,127.11790539287662,37.36472120887866,4.345898,10.0,119.0,175.96274,0.18,6.87,7.45,0.05,14.5,25.49,-,3.16,37.36,127.12,119,-,175.96,4.55,85,0,27.06,76,23.53,25.88,1442,92,35.69,5.35,28,6.96,-,-7.54,14.1,14.14,25,57.25,52.75,16.08,32.63
Fri Mar 28 13:14:52 KST 2014,28-3-2014 13:10:25.078,127.11790946690273,37.36465671519669,4.1029077,10.0,118.0,178.03696,0.18,6.87,7.45,0.05,14.5,27.06,-,3.16,37.36,127.12,118,-,178.04,4.55,85,0,27.06,76,24.31,25.88,1442,92,35.69,5.35,28,6.96,-,-7.54,14.1,14.14,25,57.25,52.75,16.08,32.63
Fri Mar 28 13:14:52 KST 2014,28-3-2014 13:10:25.618,127.11790946690273,37.36465671519669,4.1029077,10.0,118.0,178.03696,0.18,6.87,7.45,0.05,14.5,27.06,4.93,3.55,37.36,127.12,118,6.61,178.04,4.05,85,0,27.06,76,24.31,27.06,1615.5,92,34.51,5.35,28,7.83,29.14,-6.67,14.2,14.18,25,57.25,59.21,17.25,43.51
Fri Mar 28 13:14:53 KST 2014,28-3-2014 13:10:26.092,127.11791623828096,37.364595942536,4.6976614,10.0,117.0,177.18721,0.18,6.87,7.45,0.05,14.5,27.06,4.93,3.55,37.36,127.12,117,6.61,177.19,4.05,85,0,27.84,76,24.71,27.06,1615.5,92,34.51,5.35,28,7.83,29.14,-6.67,14.2,14.18,25,57.25,59.21,17.25,43.51
Fri Mar 28 13:14:53 KST 2014,28-3-2014 13:10:26.582,127.11791623828096,37.364595942536,4.6976614,10.0,117.0,177.18721,0.18,6.87,7.45,0.05,14.5,27.06,6.09,4.71,37.36,127.12,117,8.17,177.19,3.44,85,0,27.84,76,24.71,29.8,1795.75,92,40.78,5.36,27,8.85,32.39,-5.66,14.2,14.23,25,57.25,78.57,17.25,43.08
Fri Mar 28 13:14:54 KST 2014,28-3-2014 13:10:27.077,127.11792205910564,37.3645370115008,5.4288635,10.0,115.0,178.1354,0.18,6.87,7.45,0.05,14.5,29.41,6.09,4.71,37.36,127.12,115,8.17,178.14,3.44,85,0,29.8,76,25.49,29.8,1795.75,92,40.78,5.36,27,8.85,32.39,-5.66,14.2,14.23,25,57.25,78.57,19.61,43.08
Fri Mar 28 13:14:54 KST 2014,28-3-2014 13:10:27.584,127.11792205910564,37.3645370115008,5.4288635,10.0,115.0,178.1354,0.18,6.87,7.45,0.05,14.5,29.41,9.08,4.78,37.36,127.12,115,12.18,178.14,3.77,85,0,29.8,76,25.49,29.8,1964.25,92,40.78,5.36,27,8.27,44.16,-6.24,14.2,14.23,25,57.65,79.61,19.61,44.38
Fri Mar 28 13:14:55 KST 2014,28-3-2014 13:10:28.080,127.11792209838643,37.36448089430369,5.794841,10.0,113.0,178.69595,0.18,6.87,7.45,0.05,14.5,29.41,9.08,4.78,37.36,127.12,113,12.18,178.7,3.77,85,0,29.41,76,24.71,29.8,1964.25,92,38.43,5.36,27,8.27,44.16,-6.24,14.2,14.21,25,57.65,79.61,19.22,44.38
Fri Mar 28 13:14:55 KST 2014,28-3-2014 13:10:28.590,127.11792209838643,37.36448089430369,5.794841,10.0,113.0,178.69595,0.18,6.87,7.45,0.05,14.5,27.06,9.08,4.56,37.36,127.12,113,12.18,178.7,4.54,85,0,29.41,76,24.71,29.8,1703,92,38.43,5.36,27,8.12,44.16,-6.38,14.2,14.21,25,57.65,75.96,19.22,43.08
Fri Mar 28 13:14:56 KST 2014,28-3-2014 13:10:29.087,127.1179168780997,37.36441933515959,6.6052265,10.0,112.0,179.86734,0.18,6.87,7.45,0.05,14.5,27.06,3.52,4.56,37.36,127.12,112,4.72,179.87,4.54,85,0,25.49,76,23.14,28.24,1703,92,40.39,5.37,27,8.12,19.74,-6.38,14.2,14.23,25,57.65,75.96,16.47,43.08
Fri Mar 28 13:14:56 KST 2014,28-3-2014 13:10:29.581,127.1179168780997,37.36441933515959,6.6052265,10.0,112.0,179.86734,0.18,6.87,7.45,0.05,14.5,19.22,3.52,4.56,37.36,127.12,112,4.72,179.87,4.54,85,0,25.49,76,23.14,28.24,1703,92,40.39,5.37,27,8.12,19.74,-6.38,14.2,14.23,25,56.08,75.96,16.47,42.64
Fri Mar 28 13:14:57 KST 2014,28-3-2014 13:10:30.078,127.11790908251666,37.36436025414892,6.714413,10.0,109.0,180.46556,0.18,6.87,7.45,0.05,14.5,19.22,3.45,1.05,37.36,127.12,109,4.62,180.47,20.66,85,0,25.49,76,23.14,18.82,1299.75,92,14.12,5.38,27,3.77,25.32,-10.73,14.2,14.23,25,56.08,17.42,16.47,42.64
Fri Mar 28 13:14:57 KST 2014,28-3-2014 13:10:30.602,127.11790908251666,37.36436025414892,6.714413,10.0,109.0,180.46556,0.18,6.87,7.45,0.05,14.5,10.59,3.45,1.05,37.36,127.12,109,4.62,180.47,20.66,85,0,18.82,76,19.22,18.82,1299.75,92,14.12,5.38,27,3.77,25.32,-10.73,14.2,14.23,25,56.08,17.42,8.24,42.64
